,,LIvro de Preço,,,,,
C.INTERNO,PRODUTO,,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0000291,LIXA NORTON 150,7891792133778,UN,003943,DIVERSOS,1.50
0000292,LIXA AGUA NORTON P80,7898088926021,UN,,DIVERSOS,2.00
0000293,LIXA DE FERRO WURTH G120,7891799462864,UN, ,DIVERSOS,3.08
0000294,COLA DE SAPATEIRO CASCOLA 195G,7891200009817,UN, ,DIVERSOS,22.50
0000296,COLA DE MADEIRA CASCOREZ 100G,7891200008056,UN, ,DIVERSOS,6.86
0000297,LUVA LATEX 9 G,7908089600445,UN,3894,DIVERSOS,6.00
0000298,LUVA DE PANO PIGMENTADA MELFI,27898943364955,UN,LUVA M,DIVERSOS,5.01
0000300,LUVA DE PANO PRETA  SS1003,7898940748419,UN,LUVA M,DIVERSOS,6.51
0000302,MARI BACIA ACOPLADA BRANCA  UND,7892756701019,UN,31401,DIVERSOS,212.00
0000303,JOELHO ESGOTO FORTLEV 90X40 - ,1000000303483,PC,31568,DIVERSOS,2.52
0000304,REDUCAO DE ESGOTO FORTLEV ,1000000304398,PC,31585,DIVERSOS,7.00
0000305,GESSO 1KG,0000000000305,UN,,DIVERSOS,2.50
0000306,MARI CAIXA ACOPLADA ACION. ,1100000307693,UN,31402,DIVERSOS,267.00
0000307,"BUCHA CONDUITE INCA 1""",7893537000031,UN, ,DIVERSOS,2.00
0000309,TE SOLD FORTLEV 40,1000000309188,UN,76,DIVERSOS,8.50
0000310,COLHER PEDREIRO MOMFORT 09 - ,7897937403645,UN,40223,DIVERSOS,28.00
0000311,"ARRUELA CONDUITE INCA 3/4""",1000000311228,UN,,DIVERSOS,1.50
0000312,JOGO DE CHAVE ALLEN C/ 10  PECAS,7899612794994,UN,2069,DIVERSOS,13.94
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0000313,VULCAO NEGRO,7891072123673,UN,TROVAO,DIVERSOS,23.50
0000315,PINCEL ROMA 3,7891595003384,UN,2880,DIVERSOS,10.50
0000316,"PINCEL ATLAS 2""",7896380105441,UN,300/5,DIVERSOS,6.00
0000317,DISCO DE DESBASTE W-MAX 115X6.0,7891799466138,UN, ,DIVERSOS,8.00
0000319,UNIVERSO ESMALTE SINT. VERMELHO ,7891696011738,UN, ,DIVERSOS,8.00
0000320,ARMARIO P/BANHEIRO BRANCO ,7898951425156,UN, ,DIVERSOS,43.50
0000321,CAIXA PADRAO MED POLI 05 INPLAST,609963037919,UN, ,DIVERSOS,188.50
0000322,ESTIQUE GANCHO METAL 3M,7898939758641,UN,,DIVERSOS,8.00
0000323,TRENA FITA DE FIBRA PVC 10MT,7899095400825,UN, ,DIVERSOS,25.17
0000327,LAPIS IRWIN,0000000000327,UN,,DIVERSOS,4.00
0000328,LAPIS CARPINTEIRO THOMPSON,1000000328936,UN, ,DIVERSOS,2.38
0000330,PINO MACHO 2P 10A TRAMONTINA,7891435037593,UN,901,DIVERSOS,4.00
0000331,EMENDA FIO DE ANTENA,7898566200490,UN, ,DIVERSOS,1.00
0000334,DISCO DE CORTE PARA MADEIRA SQ,7899441505204,UN,SQ-3277,DIVERSOS,15.00
0000335,TRENA EMBORRACHADA 5M OURO ,7899154830228,UN,3022,16-OURO ,25.00
0000336,TRENA SQ 10M,7899441503323,UN,3100,DIVERSOS,32.00
0000337,CORTADOR DE VIDRO 3-6 MM,7891799450281,UN,071590 001,DIVERSOS,20.00
0000338,ESCOVAS DE CARVAO ,7891799461652,UN, ,DIVERSOS,7.00
0000339,ESCOVAS DE CARVAO FURADEIRA ,7891799461591,UN, ,DIVERSOS,7.00
0000340,LAMPADA HALOGENA PALITO ,7898105779456,UN, ,DIVERSOS,7.00
0000341,BROCA PARA CONCRETO/PAREDE  ,4056807120485,UN, ,DIVERSOS,7.00
0000343,"BROCA CHATA P/ MADEIRA 1/2"" ",7898011977397,UN, ,DIVERSOS,11.20
0000344,DISCO DIAMANTADO BOSCH 105MM X ,3165140744164,UN, ,DIVERSOS,25.00
0000345,"LIMA PARA MOTOSSERRA 8"" X 7/32"" K ",7891645068943,UN,01890B,DIVERSOS,8.50
0000346,"LIMA PARA FACAO 8"" K E F",7891645065102,UN, ,DIVERSOS,7.00
0000347,LIMA PARA MOTOSSERRA 8 200MM,7891645068950,UN, ,DIVERSOS,8.40
0000348,BROCA CHATA P/MADEIRA 1,7899206169993,UN, ,DIVERSOS,7.70
0000349,BROCA PARA CONCRETO/PAREDE ,0000000000349,UN,005411,DIVERSOS,11.50
0000350,BROCA PARA CONCRETO/PAREDE ,,UN,IW6,DIVERSOS,7.30
0000352,BROCA DE CONCRETO /PAREDE 3/16 ,,UN,,DIVERSOS,6.01
0000353,BROCA DE VIDEA 60MM,7898261520305,UN, ,DIVERSOS,8.40
0000354,BROCA SDS PLUS REFOC,8880000290562,UN, ,DIVERSOS,8.40
0000356,BROCA DE ACO RAPIDO 1/4 HSS,,UN,,DIVERSOS,9.01
0000357,BROCA DE ACO RAPIDO 5/64,7897095000045,UN,005241,DIVERSOS,5.00
0000358,BROCA DE ACO RAPIDO 1/2,,UN,005108,DIVERSOS,38.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0000359,BROCA DE ACO RAPIDO 1/16,7897095000038,UN,005300,DIVERSOS,7.20
0000360,BROCA DE ACO RAPIDO 7/64,7897095000069,UN,005305,DIVERSOS,5.51
0000362,CONECTOR DE CERAMICA 10MM ,7898011977182,UN,074560,DIVERSOS,3.00
0000363,CRAVOS PARA FERRAR OMEGA,7892775021112,UN, ,DIVERSOS,0.81
0000364,CRAVOS PARA FERRAR HORSELAND,7898414060047,UN,018666,DIVERSOS,0.50
0000368,MODULAR PLUG INTERNEED,7892190014140,UN, ,DIVERSOS,1.40
0000369,DOBRADICA DE CANTO 1.1/2,7898087585885,UN, ,DIVERSOS,2.00
0000370,DOBRADICA PESADA SERRA 3 X 2 5/8 ,7892327061419,UN, ,DIVERSOS,3.00
0000371,DOBRADICA DE CANTO 850 X 3. 1/2,7898087580613,UN, ,DIVERSOS,2.80
0000372,DOBRADICA P/ PORTEIRA C-02 SAO ,7898089528026,UN,C-02,DIVERSOS,29.00
0000373,VELA CERAMICA TRADICIONAL ,7896877440109,UN, ,DIVERSOS,6.51
0000374,VELA PARA FILTRO MINERAL BOX,7898199441017,UN, ,DIVERSOS,6.50
0000375,REFLETOR LED SLIM 30 AVANT 6500K,7899825505936,UN,,DIVERSOS,45.00
0000376,COLA TUDO ADESIVO FLEXIVEL ,7891799454401,UN, ,DIVERSOS,21.01
0000377,REFLETOR LED SLIM 50 AVANT 6500K,7899825505943,UN,,DIVERSOS,52.00
0000378,ARAME GALVANIZADO BELGO FINO ,7899192203435,UN,BWG18,DIVERSOS,35.00
0000380,PARAFUSO FERRO CHATA ,7892183031529,UN, ,DIVERSOS,1.40
0000381,PARAFUSO DE FERRO CHATA ,7892183277682,UN, ,DIVERSOS,1.40
0000383,PARAFUSO DE FERRO CHATA ,7892183277675,UN, ,DIVERSOS,1.40
0000384,PARAFUSO FERRO CHATA ,7892183056058,UN, ,DIVERSOS,1.40
0000385,PARAFUSO CHIP PHI  5.0 X 50MM ,7892183031536,UN,,DIVERSOS,1.40
0000386,FITA CREPE MASK CREPE ADELBRAS ,7896603802515,UN,033215,DIVERSOS,8.00
0000387,FITA ISOLANTE AZUL IMPERIAL 18MM ,7891040212804,UN, ,DIVERSOS,5.00
0000388,FITA ADESIVA ADERE 45MM X 40M 710,7896193241688,UN,710,DIVERSOS,5.00
0000389,PARAFUSO FRANCES BSW 1/2 X 5.1/2 ,7892261011436,UN,,DIVERSOS,7.00
0000390,"EMENDA MANG CORRUG. 3/4"" 25MM ",7898566202784,UN,067820,6-KRONA,1.50
0000391,ESTILETE MULTI-USO FERTAK,7899095401136,UN, ,DIVERSOS,6.00
0000392,REBITE ABAU REP AZBR ZINCO ,7892183069843,UN, ,DIVERSOS,0.15
0000394,FITA ISOLANTE AMARELA THOMPSON ,7898011979056,UN, ,DIVERSOS,4.00
0000395,FITA ISOLANTE ANTICHAMA BRANCA ,7898011979087,UN, ,DIVERSOS,4.00
0000396,FITA ISOLANTE IMPERIAL VERMELHA ,7891040212866,UN, ,DIVERSOS,4.00
0000397,FITA ADESIVA DE ESPUMA DUPLA ,7896193250307,UN, ,DIVERSOS,7.00
0000398,SUPORTE PARA TV PRIMETECH,7899467705404,UN,700.12,DIVERSOS,20.00
0000399,COLA ALMASUPER ULTRARAPIDO  ,7898405962428,UN,019746,DIVERSOS,7.00
0000400,DUREPOXI 100G,7891200007899,UN,61024,DIVERSOS,13.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0000402,LANTERNA SOLAR LED SQ 5W,7899441527596,UN,,DIVERSOS,55.00
0000403,CADEADO DE LATAO PADO 50MM,7891065000196,UN, ,DIVERSOS,40.00
0000404,CADEADO DE LATAO PADO 20MM,7891065000141,UN,004520,DIVERSOS,16.00
0000405,CADEADO DE LATAO PADO 25MM,7891065000158,UN,004524,DIVERSOS,18.00
0000406,CADEADO DE LATAO PADO 60MM,7891065000202,UN, ,DIVERSOS,56.00
0000407,CADEADO PAPAIZ CR/45MM,7891194000364,UN, ,DIVERSOS,25.02
0000408,CADEADO PAPAIZ CR/40MM,7891194000357,UN,10073,DIVERSOS,27.50
0000409,DISJUNTOR UNIPOLAR C50 JNG,7898488023450,UN,081825,DIVERSOS,13.00
0000410,DISJUNTOR WEG MDW B16 -230/400V,7890355193327,UN, ,DIVERSOS,13.00
0000411,DISJUNTOR TRAMONTINA TR3KA C32,7891435094329,UN, ,DIVERSOS,13.00
0000412,DISJUNTOR WEG MDW B20 -230/400V,7890355193402,UN, ,DIVERSOS,13.00
0000413,DISJUNTOR TRAMONTINA TR3KA C10,7891435094282,UN, ,DIVERSOS,13.00
0000414,DISJUNTOR BIFASICO PRETO C25,1000000414967,UN, ,DIVERSOS,62.02
0000415,DISJUNTOR BIFASICO C63 -230/400,1000000415360,UN, ,DIVERSOS,45.01
0000417,DISJUNTOR BIFASICO C230 230/400,1000000417104,UN,,DIVERSOS,1.40
0000418,ADESIVO P/TUBOS 17G AMANCO,7891960874687,UN,,DIVERSOS,3.00
0000419,ADESIVO P/TUBOS 75G AMANCO,7891960874694,UN,,DIVERSOS,7.50
0000420,ADESIVO PLASTICO SILOC PVC ,7898338990765,UN,,DIVERSOS,3.00
0000421,ADESIVO PLASTICO POLYTUBES PVC ,7896038100088,UN,,DIVERSOS,3.00
0000422,FITA ISOLANTE PVC 18MM X 20M ,7898214961384,UN, ,DIVERSOS,8.40
0000423,FITA ISOLANTE 18MM X 10M WURTH,4056807703961,UN,0985181001,DIVERSOS,5.00
0000424,FITA ISOLANTE 19MM X 10M NORTON,0000000000424,UN,,DIVERSOS,1.40
0000425,FITA VEDA ROSCA 12MM X 10M ,7898909649245,UN, ,DIVERSOS,3.00
0000426,PREGOS GERDAU 1.1/2X13 BIT. 15X18 ,7891738018862,UN,10663,DIVERSOS,20.00
0000427,PREGOS GERDAU 3X9 BIT. 19X33 1KG,7891738019074,UN,10459,DIVERSOS,18.00
0000430,PREGOS BELGO 5/8 X18 BIT. 8X7,7899192206573,UN,,DIVERSOS,35.00
0000431,PREGO DE ETERNIT  GALVANIZADOS ,7898940681259,UN, ,DIVERSOS,19.00
0000432,GRAMPOS GERDAU  7/8X10 BIT. 18X10,7891738018619,UN, ,DIVERSOS,20.00
0000433,FECHADURA SILVANA ASSA ABLOY ,7898427931563,UN, ,SILVANA,52.05
0000434,FECHADURA 1000 EXTERNA BOLA ,7898427933093,UN,1001/02FEC,SILVANA,79.00
0000435,FECHADURA MGM COLONIAL ,7898414840700,UN,004729,DIVERSOS,70.00
0000436,FECHADURA BRASIL / DO BANHO,7896308231979,UN, ,DIVERSOS,35.00
0000437,BASCULANTE ALUMINIO 30 X 30,7899935838795,UN,14036,DIVERSOS,47.00
0000438,BASCULANTE ALUMINIO 40X40  UND,7899935800648,UN,14037,DIVERSOS,74.00
0000439,BASCULANTE MME ESQUADRIAS ,7899935800662,UN,14038,DIVERSOS,70.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0000440,PORTA SANFONADA PLASFLEX ,7898600570107,UN,62216,DIVERSOS,115.00
0000441,PORTA MADEIRA FRISO 80 X 210 YPE ,1000000441086,UN,,DIVERSOS,205.00
0000442,ESPATULA PLASTICA/ LISA ATLAS ,7896380193721,UN, ,DIVERSOS,5.00
0000443,ESPATULA FLEXIVEL CABO PLASTICO ,7891117029618,UN, ,DIVERSOS,7.00
0000444,ESPATULA FLEXIVEL CABO PLASTICO ,7891117029595,UN, ,DIVERSOS,8.01
0000446,ESPATULA PLASTICA P/MASSA ,7891595000611,UN,,DIVERSOS,2.50
0000447,DESEMPENADEIRA C/ BORRACHA ,7898038661866,UN,,DIVERSOS,21.00
0000448,DESEMPENADEIRA C/ESPUMA DIMAX,7898038661842,UN, ,DIVERSOS,9.00
0000449,DESEMPENADEIRA DENTARIA ,7898951425958,UN, ,DIVERSOS,12.00
0000450,DESEMPENADEIRA LISA 18X29 VIATEK,7898951425873,UN, ,DIVERSOS,12.00
0000451,DESEMPENADEIRA ACO DENTADA ,7898011970978,UN, ,DIVERSOS,15.01
0000452,DESEMPENADEIRA PLASTICA ,7897488003318,UN,29610,DIVERSOS,12.00
0000453,DESEMPENADEIRA ESTRIADA VIATEK ,7898951425965,UN,30022,DIVERSOS,12.00
0000454,DESEMPENADEIRA DE ACO LISA ,7898011974426,UN, ,DIVERSOS,14.00
0000455,FURADEIRA GOOD YEAR 600W,7897181961762,UN, ,DIVERSOS,220.22
0000456,CADEADO PAPAIZ 30MM,0000000000456,UN,10071,DIVERSOS,16.70
0000457,CADEADO PAPAIZ 30MM,7891194000333,UN,,DIVERSOS,22.00
0000458,CADEADO STAM 40MM,7893858006057,UN, ,DIVERSOS,21.98
0000459,DISJUNTOR BIFASICO C30,1000000459654,UN, ,DIVERSOS,62.02
0000460,DISJUNTOR MONO C20 JNG,7898488023412,UN, ,DIVERSOS,13.00
0000461,DISJUNTOR TRIFASICO C16 ABB,1000000461527,UN, ,DIVERSOS,45.01
0000462,DISJUNTOR BIFASICO C32 -230/400,1000000462609,UN, ,DIVERSOS,32.06
0000463,DISJUNTOR BIFASICO LORENZETTI ,7891284038925,UN, ,DIVERSOS,32.06
0000464,DISJUNTOR BIFASICO C25 ABB,1000000464412,UN, ,DIVERSOS,45.01
0000465,DISJUNTOR TRAMONTINA TR3KA B20,7891435094305,UN, ,DIVERSOS,13.00
0000466,LIXADEIRA BLACK DECKER 820W,028877362779,UN,114984,DIVERSOS,245.00
0000467,"PREGOS ARCELOR MITTAL 1 1/2"" X 15 ",7896230501034,UN, ,DIVERSOS,20.00
0000468,DESEMPENADEIRA PLASTICA ,0000000000468,UN,,DIVERSOS,16.80
0000469,DESEMPENADEIRA INGEPLAS 22 X 34,7898901132394,UN, ,DIVERSOS,9.80
0000470,DESEMPENADEIRA MADEIRA ,7897937400385,UN, ,DIVERSOS,21.00
0000471,DESEMPENADEIRA MADEIRA 17 X ,1000000471830,UN,,DIVERSOS,29.00
0000472,DESEMPENADEIRA MADEIRA 7 X 18CM ,1000000472851,UN,,DIVERSOS,12.00
0000473,DESEMPENADEIRA MADEIRA 18 X ,1000000473582,UN,,DIVERSOS,25.00
0000474,DESEMPENADEIRA MADEIRA 75 X 2CM,7897937412692,UN, ,DIVERSOS,13.50
0000475,CAIXA HIDROMETRO EMBASA PRETA,1000000475876,UN,8377,DIVERSOS,35.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0000476,GRAXA MUNDIAL PRIME 500G,7898915994933,UN, ,DIVERSOS,14.49
0000477,CAIXA DE PINTURA VIATEX,1000000477108,UN, ,DIVERSOS,12.00
0000478,MALETA PEDREIRO POLYMER,7898003752957,UN, ,DIVERSOS,20.02
0000479,LINHA DE PEDREIRO POLIBEL 100M,7898078640043,UN, ,DIVERSOS,10.00
0000480,OCULOS DE SEGURANCA GLOBAL ,7898479250155,UN,,DIVERSOS,8.00
0000481,OCULOS FUME VVISION VOLK,7898619336749,UN, ,DIVERSOS,6.50
0000482,OCULOS DE PROTECAO PRO/ CINZA ,7891799358914,UN,,DIVERSOS,11.00
0000483,RACK ARMACAO LEVE P/PADRAO,7898907318136,UN,941083,DIVERSOS,10.00
0000485,FORMAO 1/4,7898011975669,UN, ,DIVERSOS,14.14
0000486,FORMAO CHANFRADO 5/8 PACETTA,7897157701460,UN, ,DIVERSOS,16.80
0000487,CABO DE MARTELO GRANDE / ,7897937400309,UN,,DIVERSOS,10.00
0000488,MARTELO DE UNHA 23MM ,7891114016178,UN,6178,DIVERSOS,36.00
0000489,MARTELO DE BORRACHA PRETO ,7897488001567,UN,32855,DIVERSOS,10.00
0000490,MARTELO DE BORRACHA 60MM MAX,7897488008719,UN,32410,DIVERSOS,20.00
0000491,ARCO SERRA REGULAVEL/ MAX ,7897488010002,UN, ,DIVERSOS,12.01
0000492,PROTETOR AUDITIVO/ EARPLUG,1000000492866,UN, ,DIVERSOS,8.01
0000493,ANCINHO 12 DENTES SEM CABO MINA ,7898901274278,UN, ,DIVERSOS,15.00
0000494,ANCINHO CURVO LEVE 12 DENTES ,,UN,032164,DIVERSOS,20.00
0000495,PA QUADRADA SEM CABO ,7891117049050,UN,77464/034,DIVERSOS,30.00
0000496,PA DE BICO S/CB N4 TRAMONTINA,7891117053569,UN,77459/044,DIVERSOS,36.00
0000499,PULVERIZADOR DE COMPRESSAO 15L ,7908097200088,UN,33385,DIVERSOS,37.00
0000500,CHAVE DE VIRAR FERRO 4.2,1000000500981,UN, ,DIVERSOS,11.20
0000501,MARRETA TRAMONTINA MASTER ,7891114077087,UN, ,DIVERSOS,32.03
0000502,MARTELO DE UNHA 27CM FAMASTIL,7896367769505,UN, ,DIVERSOS,43.04
0000504,NIVEL DE MADEIRA 12POL/ MAX ,7897488001536,UN,55512,DIVERSOS,16.00
0000505,"NIVEL ALUMINIO 12"" 30CM",7898255173500,UN,6301,DIVERSOS,14.00
0000506,SERROTE THOMPSON 24 - 610MM,7898011971227,UN, ,DIVERSOS,35.22
0000507,PONTEIRO 08 SAO ROMAO,7898089528378,UN, ,DIVERSOS,9.51
0000508,"PONTEIRO 12"" SAO ROMAO",7898089528392,UN, ,DIVERSOS,19.01
0000509,"TALHADEIRA CH 5/16 X 08"" SAO ",7898089528460,UN, ,DIVERSOS,12.01
0000510,"TALHADEIRA CH 1/4 X 12"" SAO ROMAO",7898089528842,UN, ,DIVERSOS,13.01
0000513,CABO FLEX.  6.0MM BR.CORFIO   C100,7898258651272,UN,,DIVERSOS,6.30
0000514,BLOCO DE  VIDROS,8594001621019,UN, ,DIVERSOS,23.02
0000515,QUADRA MIX AZUL BR 75X30/PL,7890942351772,UN, ,DIVERSOS,1.40
0000516,FILTRO PLASTICO  AMARRACOES/ ,7898994685845,UN, ,DIVERSOS,9.02
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0000521,MANGUEIRA CRISTAL SIL. P/NIVEL ,7898542181065,M,7075,DIVERSOS,2.50
0000522,MANGUEIRA CRISTAL JG POPAZUL / ,0000000000522,UN,,DIVERSOS,40.53
0000524,PICARETA ALIVIAO TAM 4/ SEM CABO ,0000000000524,UN,,DIVERSOS,47.04
0000525,TRANSFORMADOR 1050W NORDESTE ,01000078,UN,01.00007,DIVERSOS,120.00
0000526,TRANSFORMADOR 1500W NORDESTE ,01000085,UN,01.00008,DIVERSOS,154.00
0000527,EXTENSAO  2X133MM 20M/ NORDESTE ,1000000527315,UN,,DIVERSOS,52.05
0000528,REJUNTE CARAMELO QUARTZOLIT ,7897255911853,UN, ,DIVERSOS,13.00
0000529,REJUNTE CINZA PLATINA QUARTZOLIT ,7897255911617,UN,0107.00020.0015,DIVERSOS,13.00
0000530,REJUNTE REDIMAX FLEX 1KG PRETO,7898246220190,UN, ,DIVERSOS,6.00
0000531,CIMENTO BRANCO 1KG POP MASSA,1000000531831,UN,,DIVERSOS,6.01
0000532,REJUNTE FLEX IRARA 1KG GRAFITE,7898095510305,UN, ,DIVERSOS,8.00
0000533,"PNEU PARA CARRINHO DE MAO 325""",7898505247135,UN,086372,DIVERSOS,37.00
0000535,MANGUEIRA DE CHUVEIRINHO,0000000000535,UN,,DIVERSOS,10.00
0000536,CAMERA DE AR DE MOTO / LEVORIN,7895616278393,UN, ,DIVERSOS,17.01
0000537,SACHO 1 PONTO WORKER,7896367731168,UN, ,DIVERSOS,2.80
0000539,INTERRUPTOR EXTERNO REDONDO/ ,7898195642036,UN, ,DIVERSOS,5.00
0000540,PINO FEMEA 2PT 10A PLUZIE,7898501821483,UN, ,DIVERSOS,5.00
0000541,PLUGUE MACHO 2PT 10A 180CZ,7898017621959,UN, ,DIVERSOS,3.00
0000543,MANGUEIRA JARDIM STANDARD ,0000000000543,UN,,DIVERSOS,33.01
0000544,BALDE PRETO REFORCADO P/ ,7898951425170,UN,7500,DIVERSOS,10.00
0000545,BALDE P/ PLANTAS TREPLAST,7898125140182,UN,018231,DIVERSOS,12.50
0000546,MANGUEIRA CORRUGADA PLASTSAL,0000000000546,UN,,DIVERSOS,1.50
0000547,CIMENTO 5KG,1000000547696,UN,,DIVERSOS,7.00
0000548,CAIXA P/ MASSA VIATEK,1000000548181,UN, ,DIVERSOS,16.00
0000549,TINTA EM PO HIDRACOR AZUL 2KG,1000000549935,UN, ,DIVERSOS,6.01
0000550,TINTA EM PO HIDRACOR AMARELO ,1000000550252,UN, ,DIVERSOS,6.01
0000551,CORDA TRANCADA BRANCA-AZUL ,1000000551211,M, ,DIVERSOS,1.65
0000552,CORDA ARTPLUS AZUL 08MM,1000000552058,UN,009639,DIVERSOS,1.50
0000553,CORDA TRANCADA BRANCA 10MM,1000000553970,M, ,DIVERSOS,2.00
0000554,TINTA ACRILICA HIDROTINTA BRANCO ,7899010482714,UN, ,DIVERSOS,45.01
0000555,MASSA ACRILICA FUTURA 25KG,1000000555516,UN, ,DIVERSOS,80.01
0000556,CORAL CORALAR ACRILICA 15L,1000000556155,BD,22506,DIVERSOS,205.00
0000557,SELADOR GESSO NOVAFLEX 36L,49234565,UN, ,DIVERSOS,28.00
0000558,MANGUEIRA P/ MAQUINA DE LAVAR ,7898436362211,UN, ,DIVERSOS,15.00
0000559,RESISTENCIA LORENZETTI TOPJET ,,UN,3055,DIVERSOS,46.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0000560,RESISTENCIA PRATIMIX 127V,7898945401975,UN, ,DIVERSOS,25.00
0000561,RESISTENCIA PRATIMIX 220V,7898945402224,UN, ,DIVERSOS,27.00
0000562,RESISTENCIA LORENZETTI LOREN ,7896451862860,UN, ,DIVERSOS,18.02
0000563,RESISTENCIA LORENZETTI JET SET 4/  ,7896451800534,UN,49412,DIVERSOS,34.50
0000564,SELADOR DE GESSO TALICOR 18L,1000000564549,UN, ,DIVERSOS,95.20
0000565,JOELHO DE ESGOTO DE 40,1100000566939,UN,022019,DIVERSOS,2.50
0000566,JOELHO DE ESGOTO FORTLEV 75,1000000566789,UN,0618,DIVERSOS,6.00
0000567,JOELHO DE ESGOTO FORTLEV 50,1000000567632,UN,11130504,DIVERSOS,3.00
0000568,JOELHO DE ESGOTO FORTLEV 100,1000000568516,UN,023127,DIVERSOS,7.00
0000569,REDUCAO DE ESGOTO FORTLEV ,1000000569353,UN,022013,DIVERSOS,3.50
0000570,REDUCAO DE ESGOTO  FORTLEV ,1000000570861,UN, ,DIVERSOS,8.00
0000571,REDUCAO DE ESGOTO  FORTLEV ,1000000571455,UN,31586,DIVERSOS,8.00
0000572,LUVA DE ESGOTO FORTLEV 40,1000000572421,UN,022021,DIVERSOS,2.00
0000573,LUVA DE ESGOTO FORTLEV 50,1000000573695,UN,023130,DIVERSOS,3.00
0000574,LUVA DE ESGOTO FORTLEV 75,1000000574999,UN,023131,DIVERSOS,5.00
0000575,LUVA DE ESGOTO FORTLEV 100,1000000575606,UN,023132,DIVERSOS,8.00
0000576,CAP DE ESGOTO FORTLEV 100,1000000576559,UN,11081001,DIVERSOS,7.00
0000577,CAP DE ESGOTO FORTLEV 50,1000000577006,UN,023166,DIVERSOS,4.00
0000578,CAP DE ESGOTO FORTLEV  40,1000000578454,UN,023168,DIVERSOS,3.00
0000579,CAP DE ESGOTO FORTLEV 75,1000000579888,UN, ,DIVERSOS,8.00
0000580,TE DE ESGOTO FORTLEV 100,1000000580013,UN,022031,DIVERSOS,12.00
0000581,TE DE ESGOTO FORTLEV 50,1000000581492,UN,1269,DIVERSOS,6.50
0000582,TE DE ESGOTO FORTLEV 75,1000000582321,UN,022016,DIVERSOS,12.00
0000583,TE DE ESGOTO FORTLEV 40,1000000583816,UN,022007,DIVERSOS,3.00
0000584,JOELHO SOLD. FORTLEV 40,1000000584790,UN,10130401,DIVERSOS,4.50
0000585,JOELHO SOLD. FORTLEV 50,1000000585476,UN,28292,DIVERSOS,6.00
0000586,JOELHO SOLD. FORTLEV 32,1000000586558,UN,31508,DIVERSOS,3.00
0000587,JOELHO SOLD. FORTLEV 25,1000000587920,UN,31507,DIVERSOS,1.50
0000588,JOELHO SOLD. FORTLEV 20,1000000588934,UN,43900,DIVERSOS,1.50
0000589,LUVA SOLD. FORTLEV 25,1000000589115,UN,1250,DIVERSOS,1.00
0000590,LUVA LR SOLD. FORTLEV 25,1000000590487,UN,1358,DIVERSOS,2.00
0000591,LUVA SOLD. FORTLEV 32,1000000591101,UN,31601,DIVERSOS,3.00
0000592,LUVA SOLD. FORTLEV 40,1000000592818,UN,3290,DIVERSOS,5.50
0000593,LUVA SOLD. FORTLEV 50,1000000593945,UN,28302,DIVERSOS,5.00
0000594,CAP SOLD. FORTLEV 40,1000000594621,UN,020071,DIVERSOS,4.00
24/10/2025 - 001,,,,,,
C.INTERNO,PRODUTO,C.BARRAS,UN,REFERENCIA,MARCA,PREÇO
0000595,CAP SOLD. FORTLEV 32,1000000595185,UN,6223,DIVERSOS,2.00
0000596,CAP SOLD. FORTLEV 25,1000000596007,UN, ,DIVERSOS,1.00
0000597,CAP SOLD. FORTLEV 20,1000000597202,UN,1230,DIVERSOS,1.00
0000598,PILAR  DE CIMENTO 3MT,1000000598773,UN, ,DIVERSOS,120.00
0000599,PILAR DE CIMENTO 3.5MT,1000000599015,UN,,DIVERSOS,130.00
0000600,INTERRUPTOR C/ TOMADA PLUZIE ,7898495988254,UN,3215,DIVERSOS,9.00
0000601,INTERRUPTOR SIMPLES 10A PLUZIE,7898929349019,UN,3200,DIVERSOS,7.00
0000602,PLUZIE MODULAR INT C/ TOMADA BCO ,7898495985192,UN,7217,DIVERSOS,13.00
0000603,INTERRUPTOR 3 TECLAS RADIAL 10A,7898195640551,UN, ,DIVERSOS,7.00
0000604,PLACA 4X2 C/ FURO ( POLLAR ) ,7898195641138,UN, ,DIVERSOS,4.06
0000605,INTERRUPTOR DUPLO IDEALE,7898929349033,UN,3202,DIVERSOS,8.50
0000606,REDUCAO SOLD. LONGA FORTLEV ,1000000606287,UN,28360,DIVERSOS,6.00
0000607,REDUCAO SOLD. LONGA FORTLEV ,1000000607154,UN, ,DIVERSOS,3.50
0000608,REDUCAO SOLD. FORTLEV 40X32,1000000608557,UN,020111,DIVERSOS,3.50
